overall,vote,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,image
1.0,,True,"01 3, 2014",A28UW4GW968R7S,B00G4IWEZG,,Delya Lemberg,"Buying an Amazon Gift Card was a requirement to pay for a nikon D800 from revelrie.com.  IT WAS A SCAM!  Two Gift Cards purchased, totaling $1,469.00.  A month has passed since they claimed that the camera had been shipped. revelrie.com has not
responded to my last 7 messages.  Amazon's Customer Service tells me that they are going to take care of it, but they haven't.  I
WILL NEVER USE AMAZON GIFT CARD SERVICES AGAIN AND WARN EVERYONE TO BOYCOTT THEM AS WELL.",Scam to buy Amazon Gift Card to pay for products,1388707200,
5.0,,False,"02 16, 2013",A2576DFVISWB82,B0066AZGD4,,Pen Name,This was an easy process which provided a personal touch. E-cards don't have to be boreing anymore. Would use it again.,Easy Process,1360972800,
5.0,,True,"09 29, 2016",ACXIXHLTZYAY9,B00GOLGWVK,,Amazon Customer,Its a gift card and got there on time,Five Stars,1475107200,
5.0,,True,"06 18, 2012",A2VNUFL2UI9FRO,B004KNWX4O,,Kindle Customer,This is the best and easiest gift for anyone! It takes a couple of minutes and you are done. It prints a nice card of your choice and they can use it to buy whatever they like.,best gift ever,1339977600,
5.0,,True,"10 8, 2015",A20MZWIZ9O8662,B007V6ETDK,,NANCY P.,Easy gift for that person that is hard to buy for !,Love Amazon gift cards,1444262400,
4.0,,True,"12 20, 2012",AQIUAI3KUC5O8,B004Q7CK9M,{'Gift Amount:': ' 25'},Travis,When I received the cards they didn't have the personalized message on them. I filled it out but nothing. No big deal I can fill them out.,"Great deal, except for one thing",1355961600,
5.0,,True,"01 28, 2015",A3KYNOUR7DGL78,B00EPLT2W2,,pirate,my granddaughter loved it.,Five Stars,1422403200,
5.0,,True,"01 17, 2014",A2MSJDNGFXFW0S,B004LLILGO,,John Bennett,The supprise was very real and the gift card really appreciated by the wife. She reads a lot and loved the Gift Card. Being delivered by e-mail to her cell 'phone on Christmas Eve was novel!,Loved the Gift Card!,1389916800,
4.0,2,True,"01 4, 2013",A2LPELQDR11RFW,B0080IR6BA,{'Gift Amount:': ' 75'},Sue,The presentation of the gift card & gift box were very nice.  That's about all I can say about this item.,What I saw is what I received,1357257600,
5.0,,True,"09 14, 2016",A2NU28O3A0PLTS,B00FTGTIOE,,Jeremy and Kim,They are gift cards. What else is there to say?,Sweet,1473811200,
5.0,,True,"07 24, 2013",A31I4ULCG2PBUQ,B004KNWX3U,,Lane Frank,"It was easy to give to my brother, who was visiting in my home and also easy for him to use even though he does not have email.",easy to use,1374624000,
5.0,,True,"06 11, 2014",A2VF5YUUDSJSNS,B00C5UMCIG,,Surriyah,"I can always depend on a Amazon gift card when there is no time for anything else. Simple, easy, fast and convienent.",Amazon Gift Card,1402444800,
5.0,,True,"03 29, 2015",A2R1SKPAK9ZHFM,B00BT1XEB6,,Harsh Baldua,Excellent,Five Stars,1427587200,
4.0,,True,"05 26, 2018",A2CV0YTNH1TGI0,B004Q7CK9M,{'Gift Amount:': ' 50'},Jacqueline,It was a gift and I assume they liked it!,Four Stars,1527292800,
5.0,,True,"10 28, 2015",AOZ05KFWQNUDE,B0066AZGD4,,Tom,The picture gift cards are a wonderful idea. I loved sending it,Five Stars,1445990400,
5.0,,True,"12 18, 2014",A2D1UV8ZVPTMIM,B004KNWWTK,,LEEM,Easy to do - the recipient enjoyed it.,Easy and Fun,1418860800,
5.0,,True,"02 5, 2015",AOLQQ9TFLNTEW,B00G4IWEZG,,nancy badger,"Easy and quick when I needed a gift. No need to get it mailed to me, or buy in a store. Loved this choice!",EASY & QUICK,1423094400,
5.0,,True,"07 14, 2016",A2H8YF017CCDHW,B01B25LFGY,{'Gift Amount:': ' 75'},jenna,What a  versatile gift and a adorable easy to give gift box.,The gift everybody loves,1468454400,
5.0,,True,"04 23, 2018",A2U8HXSDDS4X7T,B004LLIKVU,{'Gift Amount:': ' 50'},tiffinis | demmi group | 66dynamics,Easy to buy and use in real time. The car d was easy to transfer and give as a gift and it was sent with in minuets to use online. Great way to buy gift card  best part is you don't have to pay a fee like you do when buying from a traditional store. The card is virtual,Buying a gift card is easy-fast-and no fees,1524441600,
5.0,,True,"06 15, 2018",A3ESUT0OTUP4X,B01CZ54L66,,Michele G.,Great gifts for graduates!,Awesome Gifts!,1529020800,
4.0,,False,"03 13, 2017",A3FFL7EDT5YB4U,B00YD74M4Q,,Karissa T.,"totally thought these were electronically sent, it's just a paper version of the gift card so you will need to wait for them to come in the mail.","totally thought these were electronically sent, it's just a ...",1489363200,
5.0,,True,"12 27, 2015",A3A0TT7U8M93PN,B00PMLD91O,,woodmore,My neice received her egift card & didn't have any problems.,Great way to give,1451174400,
5.0,,True,"05 25, 2017",A2B6T9ICA1JDZD,B00JDQJZWG,{'Gift Amount:': ' 50'},Marsh,The cupcake container added that special touch to the recipient.  Also arrived right on time.,Attractive birthday cake container,1495670400,
5.0,,True,"02 16, 2016",A3BR17M62CGF6Q,B014S24DAI,{'Gift Amount:': ' 25'},Amazon Customer,Really pleased,Five Stars,1455580800,
5.0,,True,"07 27, 2017",A19WOY1VP35BFY,B00ADR2XIC,{'Gift Amount:': ' 0'},Nida,Met my needs. Convenient.,Convenient and great.,1501113600,
5.0,,True,"12 10, 2016",AQ46P16RNVW2N,B00JDQJZWG,{'Gift Amount:': ' 50'},Denise Chenoweth,Great gift card idea!,Five Stars,1481328000,
5.0,,True,"01 10, 2016",A62JBGL5GHASP,B004W8D0Y4,,H. Peterson,I love gift cards,Five Stars,1452384000,
5.0,,True,"01 20, 2012",A5QA7PA2Q9UIY,B004KNWX76,,maggie,The gift card selection was a simple and speedy one.  There were lots of nice selections from which to choose.,Gift card purchase,1327017600,
5.0,,True,"03 1, 2016",A3CG0X8DOF08KF,B014S24DAI,{'Gift Amount:': ' 25'},Montekat,"It's hard to put a rating on a gift card.  :)  I just wish the holder hadn't been quite so glittery.  It looked like a Christmas gift, and that's not what I ordered it for.  Spends fine, though.",Just what I ordered.,1456790400,
5.0,,False,"05 5, 2016",AFRFJY0NCS8R7,B006PJHP62,,Matthew Ha,Excellent,Five Stars,1462406400,
5.0,,True,"02 11, 2015",A10ABXIHEQPGOW,B00CT7AC7I,,Yudith,:) nice,Five Stars,1423612800,
5.0,,True,"02 10, 2014",AIK9U4DPC803K,B004LLILGO,,peaceshakey1971,"My son enjoyed this gift. Although I know what he likes,I sent a gift card and he decides that buying for him or home.",Amazon Gift card.,1391990400,
5.0,,True,"04 15, 2014",A2FD3V20ZT56QM,B005EISP96,,Michael A Gilmore,"This special filter for a particular brand of coffee maker sells for 4 to 5 times as much when purchased from the manufacturer.
Why pay more, it's just a filter. Shop Amazon and save, save, save.  Amazon.com is where smart shoppers start and end up buying from. What I find amazing is that you can find just about anything you need on Amazon.  Amazon makes life easy, you have got to love it.","Great price, you can't beat it. . .",1397520000,
5.0,,True,"02 9, 2014",A3JUA8454BXUGX,B00BXLSUF2,,F Rodriguez,"QUICK GIFT FOR THOSE THAT LIKE A VARIETY OFF RESTAURANTS VS A ONE RESTAURANT GIFTCARD, MORE OPTIONS FOR THE SAME PRICE !",A GIFT FOR VARIETY,1391904000,
5.0,,True,"09 28, 2016",A1AONXZFWILES3,B00H5BMH44,,jerry keith,Good!,Five Stars,1475020800,
1.0,,True,"01 22, 2016",A1YD2SPS2TP3Z9,B00UXLIQNY,{'Gift Amount:': ' 150'},Amazon Customer,Quality of the teddy bear is definitely lower than the standard Gund stuffed animal. The fur falls out very easily and is not safe or suitable for babies.,The fur falls out very easily and is not safe or suitable for babies,1453420800,
5.0,,False,"11 22, 2014",A2N60GCUQBSNBJ,B005ESMJ02,{'Gift Amount:': ' 50'},Rosie Wilson,Gift for my daughter in law... she texted me & said she loved her BD gift.,she texted me & said she loved her BD gift,1416614400,
5.0,,True,"12 21, 2015",A2YWQ18HA3V4RZ,B0062ONJ6U,,Lisa L.,super easy,Five Stars,1450656000,
5.0,,True,"08 30, 2015",A19C3N522WCWPX,B004LLIL5A,,VL,Everything went smooth as silk!,Five Stars,1440892800,
5.0,,True,"07 30, 2017",A17EKJ0LZQHJ3P,B00IGYPALG,,cabe,Mine had $30 on it.. can't complain.,Five Stars,1501372800,
5.0,,True,"01 14, 2015",A3GBDYVJT3TCEM,B00G4IV2VI,,jasser vargas,Excelente,Five Stars,1421193600,
1.0,,True,"12 31, 2015",AG1L18P72XCXN,B00JDQJZWG,{'Gift Amount:': ' 50'},Kathleen,See previous classic white box gift card,One Star,1451520000,
5.0,6,True,"12 21, 2016",A1VVHI6LZ74G74,B00EEHV8DI,,Mom,I bought this for my son and his wife. Both are in college so they do not have much money.  They can go see Star Wars!,Movie gift cards,1482278400,
5.0,,True,"07 15, 2013",AFHHA0TLPG12A,B0062ONAM8,,David Rivas,You can find any freaking thing on amazon. So a gift card to amazon is almost the perfect present I'd rather them buy something they wAnt then have my present left in the corner somewhere. And a digital one is even more convenient no need to leave my living room to send a gift.,Best!,1373846400,
5.0,,True,"10 31, 2015",A1I0JZUW6V73W6,B007V6ETDK,,C. Olstad,"My family member liked it... but maybe that had to do more with the amount then the actual gift card :)

Let's be real, who doesn't like gift cards from Amazon?",Who doesn't like gift cards from Amazon,1446249600,
5.0,,True,"03 1, 2016",A38V0JEP833R6S,B0091JKJ0M,{'Gift Amount:': ' 75'},Barbara Lamaire,Always a good buy for someone you have no idea what to get them.,Five Stars,1456790400,
5.0,,True,"01 8, 2017",AUMN1MRWX5104,B01ESBMY3W,,Amazon Customer,Bought as a gift. Very timely delivery. Will know more when recipient redeems the gift card on Airbnb.,Five Stars,1483833600,
5.0,,True,"12 4, 2012",A1X8ONI2TVIOMO,B004W8D0Y4,,Alberto R.C.,"I bought and send a gift card by e-mail and everything was right. The recipient was very happy and already spent on books, origami paper and so on. This is a great gift card, secure with instant delivery and trouble free.",Excellent service,1354579200,
5.0,,True,"01 5, 2017",A2DJZ69GR5MLCI,B0091JKY0M,{'Gift Amount:': ' 50'},Miss Isabel,It was perfect.  Thank you.,Five Stars,1483574400,
5.0,,True,"12 14, 2017",A1INHPEXMKFOGR,B00P3DUFRW,,katrina marie,"Love Wendy's, but I bought this as a gift and will not be using it myself.",Nice card,1513209600,
5.0,,True,"10 18, 2015",A2I88KSPFNF1PI,B00IYVZ6MY,,Townsey,One of the best ways to send a gift to a friend!,Five Stars,1445126400,
5.0,,True,"01 7, 2015",A3AJ9V6GNYSPQ6,B007V6ETDK,,Kashifa Wentzel,Very efficient and easy,gift card purchase review,1420588800,
4.0,,True,"01 9, 2018",A18HBM815945DZ,B005DHN6E2,{'Gift Amount:': ' 15'},CM S.,A good and convenient way for Holidays gifting!,Four Stars,1515456000,
5.0,,True,"01 26, 2017",A2KJQVKKBIEGNC,B00CXZPG0O,,Rita,YOU CAN NEVER GO WRONG WITH FOOD GIFT CARDS.,Five Stars,1485388800,
5.0,,True,"08 7, 2015",A3OA6HS150XP1U,B007V6ETDK,,C.A. Calfee,It was delivered on time & the recipient was very pleased.,... was delivered on time & the recipient was very pleased.,1438905600,
5.0,,False,"04 12, 2012",AUBGLN5AD8FP5,B005ESMMWW,,Trish Bush,At the time I reimbersed my gift card for $50.  I ordered a Kindle.  When i got the bill the entire amount was put onto my Discover card.  Was the gift card credit then used when books were ordered?  I have not been able to get ayone to reply with a copy of my account information.  I am not sure what happened. Thank You,was the gift card used,1334188800,
5.0,,True,"02 10, 2015",A2RCFWXDA24D0W,B00HFG0K4S,,KevTea,It speaks for itself,amazing,1423526400,
5.0,,True,"01 4, 2014",A2796W31APT36X,B00B2TFURQ,,halfeyes21,Very cute print out. Great way to make a online gift card look a bit more personalized. I highly recommend it.,cute,1388793600,
5.0,,True,"01 18, 2014",A2ENOKGT260OSN,B00AF0K82U,,Susan Kuchler,"Who doesn't enjoy a gift card, right?! When it's personalized with a photo, it's even better! Gift cards are the way to go!",great personalized gift,1390003200,
5.0,,True,"04 27, 2017",A3BKG4X7ZJBOTF,B0078EPRVS,,PJ,What's not to like about a discounted gift card.,Useful,1493251200,
5.0,,True,"07 30, 2017",A1F38U55L1KFA0,B00BXLVTRI,,Jake Carlen,I blame myself I really should have paid closer attention. I accidentally bought the Iraqi Dinar Rubios Card on a lightning deal rather than the US dollar equivalent. The good news is that they will probably re-value the Dinar in the next few years although they have been saying that for 10 plus years now. Good news is when/if they do Re-value my $25 gift card will be worth 3.1 Million US dollars and I will then be able to open my own Rubios next to my home. You really have to love those fish tacos!!,Pay Close Attention!!!,1501372800,
5.0,,True,"01 16, 2015",A170IR79K0UXVX,B00G4IWEZG,,Patricia S. Ruggles,It worked well; giver and giftee are both pleased.,giver and giftee are both pleased.,1421366400,
5.0,,False,"07 17, 2014",AS6N2Q8G8I9PD,B004Q7CK9M,,Allan Craven,This was a quick and easy to get an Amazon.com gift card.,Five Stars,1405555200,
1.0,,False,"01 23, 2016",A2WQECL5NHEKGG,B00BXLSGHO,,Yvonne,You can only use these at the box office and concessions. So many people like to buy in advance to avoid lines and and choose your seats. Why won't the gift cards work online? All I can figure is it a way to force people to resort to buying more concessions. Won't be giving as gifts anymore.,BEWARE - won't work for online ticket purchases.,1453507200,
5.0,,True,"12 27, 2016",A30G91SEXFTVNK,B00BXQIGA6,,Cody,Perfect gift for someone you're struggling to find things for.,Awesome,1482796800,
4.0,,True,"01 23, 2016",A2Q2YJHBYV8T2D,B00NVUBRHQ,,Richard,"My daughter is moving to Florida, from Connecticut soon... and she will be driving that route.  I figured that Cracker
Barrel has quite a number of restaurants on the I-95 corridor, and good road food is something that will come in handy.. take a break, get some good warm food, refresh, and then carry on... so, while the trip does not happen for another couple of weeks yet, I am hoping the cards come in handy...",On the road again....,1453507200,
1.0,3,False,"10 11, 2017",AE4VVK9C8LIRK,B0091JKVU0,{'Gift Amount:': ' 500'},Ken Smith,"I've given gift cards before without any problem, and overall, I have been very impressed by Amazon Customer Service.  This time, they really dropped the ball.  I ordered a $500 Gift Card for my children and grandchildren before Christmas in 2016.  They informed me that the code did not work.  They didn't want to bother me with it, and tried unsuccessfully on numerous occasions to work it out with Amazon Customer Service.  Finally, after they told me about the issue, I stepped in and Amazon acknowledged that the code was not working and asked if I wanted a replacement card or a refund.  Since I don't trust them with a replacement card, I asked for a refund which they said was fine and told me it went through.  I asked them to send me a confirmation email which they said they had done.  I told them it hadn't come in, and they said they would send it again.  I have now been on the phone with them for 35 minutes...most of the time on hold, and still no confirmation email. Finally, after 36 minutes, I did get a confirmation email stating that the credit would be applied to my credit card within 5 days.",Amazon Customer Service Really Dropped the Ball on This One!-,1507680000,
5.0,,True,"05 10, 2013",A3QITCJQX9S3G8,B004LLIKWO,,Amazon Customer,"Whether it is a thought out, pre-planned gift or a last minute one, I adore this for a gift idea!",Best Gift Idea Ever for a Reader,1368144000,
3.0,,True,"12 3, 2015",A2Y0DBOCI5F8OI,B004Q7CK9M,{'Gift Amount:': ' 20'},Amazon Customer,I got ROBOCOP DVD instead of the card.....chat with Amazon and solved the problem. The representative was so nice and I don't need to return the item (I mean nobody want this ****). Hope this never happens again.,Received different item.....,1449100800,
5.0,,True,"07 14, 2018",AHE1DAL7IUESB,B00MV9GCYQ,,Corey Shoemaker,Delivered within 5 minutes.,Five Stars,1531526400,
5.0,,True,"02 14, 2014",A2HC0IPMCQ81W4,B005ESMJ02,{'Gift Amount:': ' 100'},dale l.,"for the person who's hard to buy for,this is perfect. He used it towards his Kindle HDX and blue tooth keyboard",easy choice,1392336000,
5.0,,True,"01 30, 2016",AZEANR5IF3CIJ,B00Q5BOSYC,,Amazon Customer,Time saver!,Five Stars,1454112000,
1.0,,True,"08 22, 2014",A2L91MOPJIPW43,B0066AZGD4,,M Passailaigue,The picture did not show on the card as expected.,One Star,1408665600,
3.0,,True,"10 24, 2017",AKCRL0QRK4QVC,B00PG9870U,,Ricky M.,great product,Three Stars,1508803200,
5.0,2,True,"12 8, 2017",A1DKJU1Q9JKEVP,B00KV30IHG,,Amazon Customer,It is convenient ordering gift cards through Amazon.,Great experience! ,1512691200,
5.0,,True,"06 6, 2015",A1HH90SA2HN1SP,B00H5BNIR4,,Kim,My husband's side of the family always enjoys a good laugh and ever since I joined the family I have made it a bit of a tradition to give them all Hoops and Yoyo cards because they crack me up (as well as them).  This one was for my mother-in-law and she thought it was hilarious.,My husband's side of the family always enjoys a good laugh and ever since I joined the family I ...,1433548800,
5.0,,True,"07 15, 2013",AWOAUWZ1X32GF,B00CRQ4CF4,,Mr. Bigglesworth,My Dad just got an iphone and was excited to have internet.  This was the perfect gift to give him so that he can use his phone for something he's never done before!,Perfect Gift,1373846400,
5.0,,True,"05 31, 2014",A1O3VS7ASC3FKU,B0066AZGD4,,Joe from Illinois,"If your family is long distance, it is so difficult to gift someone with exactly what they want. Unless they specifically tell you. Then there is no surprise when they receive it. IMO these gift cards hit the mark. Let the gift recipient select their own gift. Do you know someone who cant use anything that Amazon sells?",I will be doing this again,1401494400,
5.0,,True,"05 12, 2015",A151DSZPTT6CJ2,B004W8D102,,Pedro G. Rodriguez,Fast way to send a gift,Great....,1431388800,
5.0,,True,"01 16, 2017",A253WPA23Y9LNX,B0091JKVU0,{'Gift Amount:': ' 0'},nanyannie,Amazon gift cards in tins make a beautiful presentation.  Everyone with a computer that I know loves Amazon - the huge range of products is amazing.  So an Amazon gift card is always appreciated.,Box in your Gift!,1484524800,
5.0,,True,"08 1, 2017",A1VSLV2VJAQJ0Y,B014S1KPKG,{'Gift Amount:': ' 25'},Mary P. Levine,best way to send gifts long distance.,Five Stars,1501545600,
5.0,,True,"05 18, 2017",A2QZOW5IHSFINR,B014S24DAI,{'Gift Amount:': ' 25'},Connie Maeyaert,Came in a really nice gift box!,Makes a very nice gift!,1495065600,
5.0,,True,"01 25, 2016",A1ICVNRL1HXHJZ,B018UPUJJI,,Kelly,Came right when I needed it to and looked just the way I wanted it. ,Five Stars,1453680000,
5.0,,True,"12 3, 2014",A167YQULZLWXIO,B00CHSWGR8,,Jack,Wonderful,Five Stars,1417564800,
5.0,,True,"10 25, 2014",A14VM8H0D3MIWL,B00K0PO196,,leosk,Gift Card is good,Five Stars,1414195200,
5.0,,True,"03 2, 2015",A1ORW0OIASAVZ5,B004LLIL5A,,Ann Palmer,"Great way tool for ""treasure hunting"".",Five Stars,1425254400,
5.0,,True,"02 1, 2016",A3P9TXCG9F2KCX,B005ESMF5G,{'Gift Amount:': ' 50'},Cricket24,Came fast.  Was just as expected.,"A handsome, versitle, quick gift.",1454284800,
1.0,2,True,"06 21, 2017",AE8E5WSUF3T8L,B00BXLSGHO,,Nana K,Disappointed.  Gave this as a gift and the person was unable to use it at the AMC Theatre.  Can only use it on on-line ticket purchases.,Disappointed. Gave this as a gift and the person ...,1498003200,
5.0,,True,"02 15, 2013",AQBVHMEY0U9BY,B004RD8XPK,,Lauren C Mache,For congratulations and to continue to inspire a young girl to continue to read and read - she found her favorite authors and enjoyed.,Wonderful idea,1360886400,
5.0,,True,"06 5, 2013",APIJMDTS7N7OQ,B005EISPOG,,JoMa,I really liked how easy the card was to print .The card was very nice...will tell my friends about this. I will do this again.,.,1370390400,
5.0,,True,"01 15, 2017",A2D8YKQCKVX9MJ,B01E4QUN0W,{'Gift Amount:': ' 25'},Diane Lee,So cute.,Love the Santa Smile Tin,1484438400,
5.0,,True,"01 23, 2016",A378JXDL96EEI4,B00FTGF3P2,,Amazon Customer,best thing ever xmas was a full day thanks,Five Stars,1453507200,
4.0,,True,"09 24, 2013",A3BDS8XFN66K6O,B00A4EK69C,,charlotte l knauff,"I was able to find my way to purchase gift card and card
since it was my first time I didn't have as much trouble as I thought I would",first time,1379980800,
5.0,6,True,"12 16, 2013",A37LB0G1LNQ26B,B00BXLSUF2,,Amazon Customer,"I love giving restaurant gift cards to people.  It gives them an opportunity to get out of the house, get some fine food, and not have to make dinner or clean up afterwards!  But so many gift cards are for a single restaurant.  That's why I like this card -- the recipient can choose from one of four restaurants, which makes it easier to find something that they really enjoy.",Good card,1387152000,
5.0,,True,"11 1, 2017",A1Z0MDA5VSGH1C,B00MV9H6VY,,Alaina Hdz,came fast. like my boyfriend. smh.,like my boyfriend,1509494400,
5.0,,True,"01 16, 2016",AP79KEMAV8FN0,B00O3YIGOG,,Terry Stafek,"Easy, nice gift",Five Stars,1452902400,
5.0,,True,"04 23, 2013",A20DWM98HQ0LE1,B004LLIL5K,,C. Frederick,"An easy way to give a graduation gift. I wanted to get an undergraduate a textbook for graduate school, but wanted them to have the freedom to choose the textbook. This was the perfect solution!",Makes gift giving easy,1366675200,
5.0,,True,"04 24, 2018",A2PQIEGAA2U32V,B004LLIKVU,{'Gift Amount:': ' 50'},Jingkun Sun,very good,Five Stars,1524528000,
5.0,,True,"02 9, 2013",A12H9CXJGW26HN,B004KNWWTA,,slui3,Was a great idea for a gift so that the person can get whatever they want for thier birthday.  Thanks.,Great gift,1360368000,
5.0,,True,"12 1, 2014",A1MU1988R4F20A,B00FTGTIOE,,Macy,Great stocking stuffers! Thanks!,Five Stars,1417392000,
5.0,,True,"02 8, 2018",AZN1KV2E35AH1,B00MV9P8MS,,amy scanlan,Awesome!,Five Stars,1518048000,
1.0,,False,"06 19, 2017",A2YR8AO29B0JPF,B01B25LFGY,{'Gift Amount:': ' 50'},andrew martin,Do not buy gift cards from Amazon! This gift card got hacked and it is the biggest hassle trying to get the money back!!!!,DO NOT BUY,1497830400,
5.0,,True,"08 12, 2016",ADRN54KELOTFY,B00BWDH2O6,,Jeannine,"Without a doubt, this is always an awesome gift for anyone, but especially for a teenager.  They can get what they want and usually have
a list of purchases before they even receive their gift card.  I keep purchasing and sending them the gift card and they keep planning ahead by having their ""what I want to buy"" lists.  There are no losers here.  I will continue to make these gift card purchases.",Everyone is a winner,1470960000,
5.0,,True,"08 27, 2016",A3SK8ZX78HS2Y9,B00MV9FM9C,,gary everett,Nice gift.,5 stars,1472256000,
3.0,,True,"12 23, 2012",AE2H8UOYCKYWH,B004Q7CK9M,,Judy AM Walsh,Gift card in a haliday card which was supposed to contain a personal note.  The notte appeared on bill but not on product.,Did not have note in card.,1356220800,
5.0,,True,"03 17, 2017",AI4L2EUZK3RM0,B00H5BLXA8,,pjs,grateful parents of this gift,Five Stars,1489708800,
1.0,,True,"01 10, 2017",AUW1XZYLFOFWF,B0189TCA7E,,Shawn Murdock,I expected to receive it the day I ordered it which wasn't the case it took about three days to hit my inbox. Had to fight with a manager to get it to be accepted they tried to tell me that I could not use it because it was on my phone. Just overly dissatisfied.,Not sure i would ever buy an online giftcard again.,1484006400,
1.0,,True,"07 30, 2017",A3VBZXO76HPOQR,B015WY1JDK,,zebralicious21,2 of the gift cards had the full $15 but the third only had $8.02.,missing money,1501372800,
5.0,,True,"12 7, 2017",ANFONGAMYZ61J,B016J1LGPG,{'Gift Amount:': ' 25'},Caam,"Love the eggs, and they are also good decorations for Christmas.",Five Stars,1512604800,
5.0,,True,"05 1, 2017",A36KRMI8WV2S2A,B01BLV4R8M,,Ma Kirk,So convenient and always appreciated,Five Stars,1493596800,
5.0,,True,"12 26, 2017",AC4D8SBBJNTVT,B0091JL3OI,{'Gift Amount:': ' 0'},Stacy S.,Good quality. Magnetic closure. Very cute!,Great gift!,1514246400,
5.0,,True,"06 20, 2013",ATPGKKEGTBZLZ,B004LLIL2I,,VEM,"For the person who has everything, a gift card from Amazon fits the bill since Amazon now sells just about everything.",Perfect Gift,1371686400,
5.0,,True,"02 10, 2017",A6RN8JWGV20PT,B0091JKVU0,{'Gift Amount:': ' 50'},Amazon Customer,this was a Christmas gift !!,Five Stars,1486684800,
5.0,,True,"08 5, 2016",ATMWOPE5C2P44,B00BWDH4DK,,Meg,Nice card,Five Stars,1470355200,
5.0,3,True,"12 15, 2016",A3ENU5M88STH9T,B00MV9GGEC,,Abby Orr,"Okay people, this is where I had faith in you guys saying this was going to be a horrible idea but here we are. I received a $50USD gift card for Amazon.com, then wanted to use it to buy a gift card for Sephora Canada. So, I bought this with faith that if it didn't work out I could ship to Canada from the US site. But! After calling Sephora, they told me that as long as I bought the eGift Card, I could use it online for either site. So I typed in my code and PIN (which actually came within seconds of me pressing confirm order) on the Canadian Sephora site, and it worked! Converted the $50 USD to CAD and I'm in! Have faith people, sometimes it does work. But not sure if that's enough to risk it, on a ""sometimes"".",Canadian ordering from US,1481760000,
5.0,,True,"11 5, 2016",A19Y7JGLXY4RWI,B00JDQJZWG,{'Gift Amount:': ' 75'},Laura Hill,A lot cuter than just handing someone a gift card in an envelope or card...great quality tin container.,great quality tin container,1478304000,
5.0,,True,"02 1, 2015",A1DJHH23FY2HBX,B00Q5BOSYC,,Donald Smith,"Easy to buy, easy to use.",Five Stars,1422748800,
5.0,,True,"11 17, 2013",A2YLG7SSSLY4VF,B00BXLTZ6K,,Luika,"I'm happy I spend the money on this card my son can get the games he want for his birthday
Thanks",Happy buy,1384646400,
5.0,,True,"02 16, 2017",A2RTVBLXT9WQDI,B0091JKY0M,{'Gift Amount:': ' 50'},Chas in Tampa,Once again a great gift for anyone!,Five Stars,1487203200,
5.0,,True,"05 13, 2017",A2EFQJS30U417,B0091JL3OI,{'Gift Amount:': ' 50'},Barry Stevelman,What's not to like?,Five Stars,1494633600,
5.0,,True,"03 16, 2013",A2D0U6OSIZKZSR,B00B2TF61G,,MJSC,"Its a perfect gift because is fast, and each person decide how spend the money. You can put in it something special like in Valentaine's Day",Perfectly Simple,1363392000,
5.0,,True,"01 3, 2017",A29OP26KTKB1X,B00H7M28OK,,Glady E.,Made a great gift,Good food,1483401600,
5.0,,True,"03 18, 2018",A31L15ZEYN0GDS,B004LLIKVU,{'Gift Amount:': ' 50'},cinthia,I forgot to get a bday gift for my dad and mail to him so I got this one and email it. He received it 5-10 mins after I send it and had the credit as soon as he uploaded to his account. Definitely recommend it!,Last minute gifts,1521331200,
5.0,,True,"02 17, 2015",A2XZ4IE48BBVOT,B0066AZGD4,,slpgrl23,This is a great way to send a personalized gift card.,Five Stars,1424131200,
5.0,,True,"11 13, 2016",A20DJADTD0KYFT,B00K0PO196,,Jo,A great way to gift someone who seems to have everything.,Five Stars,1478995200,
5.0,,True,"12 5, 2014",A2CVELI5IG7JGE,B004Q7CK9M,{'Gift Amount:': ' 50'},qing yang,good,Five Stars,1417737600,
5.0,,True,"12 17, 2017",A2OH16LCNJST9W,B00KFLZVQM,,Robin Matteri,Super easy to use right from my phone.,Instant Delivery and Easy to Use,1513468800,
5.0,,True,"02 15, 2012",A2ISR2KN0O40N,B004KNWX1W,,Fiona Strauss,"Needed a gift for someone I didn't really know at short notice and was able to print a gift card in minutes.  Fast, easy and can be spent at my favorite store.",Great last minute gift idea!,1329264000,
5.0,,True,"08 24, 2015",A3C2Y5SH0MTTHS,B00G4IWDXE,,Stephen L Grimes,I really like giving and receiving these! You can use it on many things,Five Stars,1440374400,
5.0,,True,"02 7, 2018",AIKU6C08J221A,B004LLIKVU,{'Gift Amount:': ' 50'},Naomi Rosen,"My birthday gift card bought me the greatest computer, thanks.",Great gift.,1517961600,
5.0,,True,"04 15, 2018",A2UX6VI4023S3W,B00MV9LSHC,,Thomas Gilmore,It was a gift for a friend.,Satisfied Customer,1523750400,
5.0,,True,"10 9, 2015",AG0UXKMU3M0B7,B00MV9FCFQ,,Corey Burton,"Thanks, it better work",it better,1444348800,
5.0,,True,"08 1, 2013",A1D9IVIPFL1Q5K,B00AF0K82U,,C. Ender,"Works really well, especially for a last-minute gift or for hard-to-buy person in family.  Anyone could find loads to buy on Amazon!",Amazon gift card is always an excellent choice!,1375315200,
5.0,,True,"05 19, 2017",A1WK6ZJV110M16,B00JDQJZWG,{'Gift Amount:': ' 50'},Amazon Customer,I purchased this a part of my daughter birthday gift. The tin added a special touch!,Five Stars,1495152000,
