overall,vote,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,image
1.0,,True,"03 18, 2018",AKJPXCNUKK15N,B004LLIKVU,{'Gift Amount:': ' 50'},MJ.7,no need transfer money,One Star,1521331200,
1.0,,False,"07 10, 2015",A6XGG3UE9MFSM,B00MATEWFI,,Kindle Customer,"Mike Marshall is superb.  The lessons are superb.
ArtistWorks however feels that they have the lifetime right to hit your credit or paypal account.  Fine, you paid in full, and have not used them for a year, they still want your money.  It is sad that Mike Marshall is associated with such an interesting company.","Mike Marshall great, ArtistWorks not so much.",1436486400,
1.0,3,True,"07 27, 2017",A1WKX0UCG04QDU,B00KFLZVQM,,Barry Sirotkin,Someone in another state took the money off this card after it arrived and I had to fight with an Amazon supervisor to get my money back. I thought Amazon bought their non Amazon gift cards directly from the restaurant. Amazon pointed the finger at Panda Express and Panda Express pointed the finger at Amazon. I was in the middle.,Someone in another state took the money off this card ...,1501113600,
1.0,,False,"11 7, 2017",A3EC922IAWX2U7,B01GKZ3SQG,,Nichole,"I Purchased Several  Of These. I Have Had Nothing But Trouble With Them Every Time I Have Attempted To Use Them. I Have A Feeling That It Is A Fault On Torrids End And Not  Amazon. I Check The Balance And It Shows The Money, Then Try To Use It And It Say's That The Card Is Invalid And I Check The Balance  Again And It Say's The Card Has A Zero Balance. This Has  Happened To  Me Four  Times After Purchasing This Card, So It Isn't Just Some Random Thing. It Has Happened Every.  Single. Time. Amazon Can't Do Anything About  It  So I Have Had To  Go Through Torrid Every Time. Sometimes  They Are Understanding And Helpful And Sometimes  They Aren't. I DO NOT Recommend Purchasing This Store  Brand Gift Card. Definitely Do Not Buy!",Do Not Buy.,1510012800,
1.0,2,True,"03 29, 2017",A2UQB9T3KYXB74,B01FYJMJHI,,Chris Becker,Could get bar code to work off phone. Printed it and it still wouldn't scan easily. Several staff did not know how to get it to work. Very frustrating.,Frustrating Giftcard,1490745600,
1.0,,False,"03 6, 2017",A1LN69OTHC3R0J,B00G08KW2C,,Mia,"What a joke! Ordered this card for my family for Christmas, they finally go to use it and there's zero balance on it! Thanks for embarrassing my family and making me look like a bad gift giver!! Will be contacting amazon for my money back!!! 0 stars!",Thanks for embarrassing my family and making me look like a bad gift giver,1488758400,
1.0,3,True,"04 17, 2017",ANP2Q4PKGV28T,B01CZ54L66,,Darlene Hobbs,When I went to use this gift card there was no money on it.,Gift card did not have money on it,1492387200,
1.0,3,False,"10 7, 2014",AAEPP157P0M31,B005ESMMWW,{'Gift Amount:': ' 50'},MDean,Did not receive the $10 option as advertised-very disappointing.,One Star,1412640000,
1.0,,True,"11 19, 2014",A3CRL68RBT128M,B0066AZGD4,,Johan Moncada,Recipient was not able to see it,One Star,1416355200,
1.0,,True,"07 21, 2016",A1HFNR2ZEO2G79,B00BXLT1UA,,victoria contreras,I ordered 2and only got 1,One Star,1469059200,
1.0,,False,"06 4, 2017",A1DCAXNEEQ9AWW,B014S1KPKG,{'Gift Amount:': ' 50'},Mary Wade,Still trying to straighten out for 3 months.,Gift card problems.,1496534400,
1.0,,False,"06 16, 2018",A2ZFI24YFHLFV9,B00GDHVSYG,,Richard Keaton,"I have no problem with the product, assuming it's a valid gift card and works when my granddaughter tries to redeem it for purchases. However, I have a tremendous problem with paying extra for 'guaranteed' one day delivery, for my granddaughter's birthday, and then watching the gift card arrive a day late. And this, after tracking info showed it in the destination city, out for delivery at 7:00AM, on the day it was 'guaranteed' to be delivered. Of course, this was UPS, which actually stands for Un-Prompt-Service! I'd like to get my $3.99 refunded, but I won't hold my breath. And, by the way, I shouldn't have to ask for it! In this great age of technical innovation and automation, it should be easily apparent to someone that the guaranteed delivery failed and the fee for that service should be automatically refunded.",UPS late delivery - again!,1529107200,
1.0,3,False,"03 17, 2017",A3A01VKX5EBL87,B00BXLSIJ0,,Alexandra Larson,"My gift card had a $0 balance, I spent $40 on this to finally give my sister a nice birthday present for once and she tried to use it and it had no money on it! I'm very upset about this because she basically didn't receive a gift from me now. I really would like a refund or to be sent a card that's actually activated and works!",Unactivated Card,1489708800,
1.0,,True,"11 20, 2017",A1KYFL21RMCJ10,B005ESMMWW,{'Gift Amount:': ' 0'},Bruce,"Beware. These have no amount on them. The only way to figure out how much is on the card is to look at the receipt and match up a serial number, which everyone throws away. The recipient will not know how much they have until the redeem it. Just makes no sense to me. THEY ARE NOT RETURNABLE.",Beware,1511136000,
1.0,,False,"02 18, 2018",A1X4YUPGOF4QOZ,B00ET5WBU4,,Amazon Customer,Impossible to redeem. Pure crap!,Pure crap!,1518912000,
1.0,3,False,"10 11, 2015",A3KPRO8C4AW988,B00F3ZMTO2,{'Format:': ' Online Code'},coscreview,"Can't even be used on the Microsoft Store except for trinket Xbox stuff.  Useless, save your money.","Useless, save your money",1444521600,
1.0,,True,"01 30, 2018",AL50WCY21V99U,B0091JKY0M,{'Gift Amount:': ' 0'},Lisa Zentner,"Stolen tin, same as last",One Star,1517270400,
1.0,,True,"02 8, 2015",AQ2PM8EWXLEUM,B00MV9GCYQ,,Robert Fox,Just bad,One Star,1423353600,
1.0,3,True,"03 12, 2016",AY2ZZZQDJYYIZ,B00MXD9CQA,,Collin B,"They tried over and over and eventually I had to pay with cash. The first 2 I bought worked fine but this sucks.

Update: I tried again for Prime Day and this one came in all smashed and bent up...",Wont scan at store...,1457740800,
1.0,,True,"03 26, 2018",ASQF1ES7B59ID,B00MV9PB5C,,MarceloMenezes,Didnt work,One Star,1522022400,
1.0,,True,"03 18, 2014",A2W0VFVIIK1SNM,B004LLILO6,,William L Mayer,"The card never got delivered. I ended up having to credit to my own account. Not much of a ""gift"" card if I can't ""give"" it to anybody.",Not good,1395100800,
1.0,11,True,"01 2, 2017",A3QL6OUD2D7JG3,B0078EPRVS,,Rok,"Purchased a 200 dollar card for my sister and brother in law, they tried to use the card and it only had an available balance of 50 dollars. REALLY disappointing holiday gift. This is the second one ive purchased, the first was fine, however now I am at a loss of what to do.",FELT SCAMMED. 200 dollar card only had 50 dollar balance.,1483315200,
1.0,,True,"08 21, 2017",AZK314AC4G1TO,B00KFLZOWS,,Amazon Customer,not a functional gift card,One Star,1503273600,
1.0,,True,"09 3, 2017",A1IW7ST90BEM6M,B014S24DAI,{'Gift Amount:': ' 25'},T. Johnson,"Had no reason to purchase, except an offer to get a $5 credit if ordered through Alexa. Delivered same day.  Had several orders since with no credit and don't see a credit in shopping cart (post one-week). No worries, no money lost, but a little disappointed.  I assume there is an exception, but you'd think their algorithm would have excluded the messaging to me.",No $5 credit,1504396800,
1.0,19,False,"11 8, 2014",AKDEJIF1JVV96,B00OQT53FS,,Ryan Palmer,"GIFT CARDS DO NOT WORK.
My recipient received the following message:
Sorry, this card is not valid. Please contact the retailer from which you purchased this gift card and reference error code EGIFT_PG_401.",DO NOT WORK,1415404800,
1.0,3,True,"01 20, 2015",A33QIGZ172B8ML,B005ESMJCU,{'Gift Amount:': ' 25'},Mary Beth Horn,"Pre-packaged in 10 pka, one pack had nine. Too close to Christmas so ran to store to buy another card because was short a giftcard","Pre-packaged in 10 pka, one pack had nine.",1421712000,
1.0,,True,"11 13, 2013",A2CNGS5E3LNL9V,B004LLIL5A,,Lincolnshire Lad,"Couldn't find a decent 'Wedding Anniversary' card (unbelievable), so had to fall back on this 'Celebrate' card which was the best of a bad job among all the designs, which are mainly aimed at 'Happy Birthday'.",Disappointed,1384300800,
1.0,127,True,"12 10, 2012",A2TU9HDHHRDB9O,B0091JKY0M,{'Gift Amount:': ' 50'},smoosharap,The tin arrived bent and difficult to open. Kind of embarrassing to give as a gift. I'm disappointed for sure.,Poorly shipped,1355097600,
1.0,,True,"01 11, 2013",A34O3YAZ4Y60IB,B004Q7CK9M,{'Gift Amount:': ' 150'},mark c,"was  a gift at christmas, after it was delivered, a  2nd  card  showed  up next  day, its was blank, but the receiver of  gift  had to call  me about  2nd  card, which  turned out blank, was kind of  embarrassing to explain I didn't send  the 2nd card.",error,1357862400,
1.0,,False,"01 2, 2015",AD2Y47O6Z384P,B0091JKJ0M,{'Gift Amount:': ' 50'},LWH El Paso,"I have had a horrible time getting Amazon to make this right.  I bought $950 of gift cards for my grandchildren.  Six of the cards were the Plaid Gift Card Boxes.  I learned on Christmas Eve that two $50 cards were not enclosed in the little gift packages.  So, I called Amazon to tell them about the error.  I was told that the cards would be replaced, but I would not receive them until the 28th.  Not ideal, but oh well.  When my grandchildren began trying to use their gift cards, they were told that the cards were cancelled!!  So, I called Amazon the day AFTER Christmas.  After an hour on the phone with 3 different people, I was told that there was nothing they would do, but that a ""gift card specialist"" would contact me on Tuesday.  It is now Thursday, and I have heard nothing from Amazon. This is SO FRUSTRATING, and disappointing for my grandchildren.  I am really surprised that Amazon is so difficult to deal with on this seemingly easily resolvable issue.",Terrible Customer Service on Gift Cards,1420156800,
1.0,10,True,"06 5, 2013",A35W2MW2OTT84O,B005EISPLE,,cjoy9,"I selected this so my childe could color it and give it, but the email was simply a large black ""a"".  I had no way to change it and had to give a piece of paper with a black ""a"" and a gift card number.  I should have just chosen the email version instead of the print version.",Did not email selected card,1370390400,
1.0,,False,"02 5, 2014",A3KT6358K0W1D0,B001GXRQW0,{'Gift Amount:': ' 50'},Eliza,How can I use $$on  card? Cannot find place to enter code. I WANT to buy Kindle books with it!!!!!!,Impossible to redeem gift card,1391558400,
1.0,,True,"04 27, 2018",A1Y8LH09S44WON,B00BXLTR6S,,Amazon Customer,I did not like it at all!  I didn't like that I cant go to the theater to get my ticket PLUS. They charge you online to order your ticket  I already paid $25 and didn't expect to pay more. Ill always get AMC from now on,I did not like it at all,1524787200,
1.0,,True,"04 22, 2018",A72O2PBLOHWTY,B00PGOMSU0,,Nathan,It didn't work the way I wanted it to,One Star,1524355200,
1.0,,True,"08 21, 2016",A1BKL3SBOMYZDV,B00UXLIX00,,Brian A.,gift card is ok but charger does not work.  It only starts to charge with my high-speed charger (as judged by the led light coming on) and never gets a charge full or otherwise.  I left it plugged in for almost two full days.,charger does not work,1471737600,
1.0,,True,"09 14, 2014",A2FSS70XQRUHS7,B00CHSWG6O,,Ronald E Larsen,"Really it is NO stars. Cheap band,  not worth 26 cents. I should have returned it to Amazon. Timex needs to stock replacement bands like those on the watches when purchased.",Don't buy this band,1410652800,
1.0,3,True,"10 21, 2017",A1XZNV24YE0F3X,B00YD74M4Q,,Brittany,so i did receive my gift card.... but it it was in the mail. yes . it was not a plastic card but i was under the impression they wouldn't mail me anything and I would get an email with the gift card info...,so i did receive my gift card... ...,1508544000,
1.0,3,True,"01 25, 2018",A3SQE0QKZUPBAF,B00MV9GGEC,,Taisia Lowe,the card was compromised and I spent hours on the phone with Amazon to get my money back not to mention the gift was ruined for my friend. Don't recommend. Go to the actual Sephora store and purchase it there.,Don't recommend. Go to the actual Sephora store and purchase ...,1516838400,
1.0,,False,"10 13, 2014",A39KE8F6NA3R0H,B00F3ZMTO2,{'Format:': ' Online Code'},T,Can't use gift card points to buy,One Star,1413158400,
1.0,,True,"07 12, 2017",APMQ6NH605BTU,B01B25LFGY,{'Gift Amount:': ' 50'},Sheldon,"Amazon should consider using less packing material for a Gift Card, the card itself can be smaller and well",Waste.,1499817600,
1.0,,False,"12 10, 2014",A2DG24HK97KXDZ,B004Q7CK9M,{'Gift Amount:': ' 50'},Todd,"PLEASE DON'T MISTAKE THIS REVIEW AS BEING ABOUT THE CARD ITSELF, IT'S NOT. IT'S ABOUT AMAZON (N0N)REPLACEMENT POLICIES. ALL FIVE CARDS WERE STOLEN ENROUTE AND AMAZON CUSTOMER (NON) SERVICE WON'T MAKE ANY EFFORTS TO REPLACE THEM OR REFUND MY MONEY. I HAVE CALLED AND RE-TOLD THE STORY DOZENS OF TIMES TO NO AVAIL. IT'S ALWAYS SOME OTHER (MYSTERY) DEPARTMENT'S ISSUE. IS I COULD ACTUALLY SPEAK WITH SOMONE IN CHARGE, I FEEL THE ISSUES WOULD BE RESOLVED, BUT APPARENTLY THAT'S NOT POSSIBLE EITHER. HEAVEN HELP ANY CUSTOMERS WHO FIND THEMSELVES THE VICTIM OF AN DELIVERY THEFT- YOU WILL BE VICTIMIZED AGAIAN AND AGAIN AND AGAIN BY AMAZON.",VICTIMIZED BY AMAZON,1418169600,
1.0,,False,"12 31, 2014",A31Y78KO9LIJB4,B004Q7CK9M,,SamiHIan,"The card comes blank, with a blank envelope... NOT a GIFT greeting card you can actually send to someone!!!","The card comes blank, with a blank envelope... NOT a GIFT greeting card you can actually send to someone!!!",1419984000,
1.0,,True,"02 3, 2018",A1SNH0M2FH9U58,B004LLIKVU,{'Gift Amount:': ' 50'},Amazon Customer,The code I got never worked,One Star,1517616000,
1.0,5,True,"07 25, 2016",A2O0M0BUH7Y6M0,B00MV9GGEC,,Amazon Customer,It didn't send the gift card to my email I checked that I typed it in right and everything and I still haven't gotten it,It didn't send the gift card to my email I ...,1469404800,
1.0,,False,"06 23, 2017",ABLSRMJMVJP5D,B015WY0DOQ,,Marley quinn,Is the full amount on the card when u buy it?,One Star,1498176000,
1.0,2,True,"01 14, 2018",A1G3TBA4V1UN2B,B00GDHVSYG,,Mark L. Nicolosi,Do not buy a gift card from this company!!!  I bought this for my niece for xmas and I just received a call from my sister saying she tried to use it at a Hollister store and it was rejected because it was not activated.,Do not buy a gift card from this company! ...,1515888000,
1.0,5,True,"11 1, 2017",A1Y9BDCKG6XZYW,B01FYJMJHI,,Jude,"In the year of 2017, Safeway (California) stores cannot seem to honor these e-cards. Just as others have stated, the in-store staff seems baffled by them and asks for them to be printed. Yet, still problems. Once in a while, one of the staff seems to know a ""work around"" and gets the gift card tendered, but seriously - it's 2017 SAFEWAY and if you SELL THE E-CARD HONOR THE E-CARD. Seems that typing in the bar code from the phone would be sufficient. Today, my daughter went in to the PLACERVILLE, CA gas station and they denied her use of an e-card. She was told IT HAD TO BE PRINTED. She went inside and they not only denied the bar code, they refused to do anything about it. DO NOT BUY THESE E-CARDS. THEY WILL ONLY CAUSE YOUR LOVED ONES GRIEF.",DO NOT BUY - WILL CAUSE GRIEF FOR THE RECIPIENT,1509494400,
1.0,,False,"02 18, 2012",A1WILFMYFQO6EP,B001GXRQW0,,Wendy J Shipman,"I had planned the gift card to be a birthday gift.  Unfortunately the ""1 day shipping"" took 8 days to arrive...long after the party.  What does ""one day shipping"" actually mean?",1 day shipping takes 8 days to deliver!,1329523200,
1.0,,True,"08 4, 2017",A24OEOP4J3J4IF,B00MV9GM8W,,Amazon Customer,I'll never order thru Amazon again...nor will I order another Texas Roadhouse gift card...,One Star,1501804800,
1.0,5,True,"12 24, 2013",A2F29X4VLH1VLQ,B004Q7CK9M,{'Gift Amount:': ' 150'},kathy holloway,I was so happy to see that I could send a visa gift card through Amazon to my son and his family who live in California.  I had seen a program about all that Amazon was selling now and how quickly they could send items.  So I purchased a gift card for  $150 so they could go Christmas shopping. When they went to use the card they were told that it was for use on Amazon only!  I am just crushed and so are they.  I went ahead and sent them $150.00 by Western Union so it would not be a total loss.  I would like you to refund the $150.00 that I spent on the spent on the gift card.,Hugh misunderstanding about what I was buying!!,1387843200,
1.0,12,True,"01 6, 2016",A3EX53N9I5R3BX,B00P3DUFRW,,Angelia E. Jennings,Didn't work!  I bought this gift card as a gift (imagine that) and when my step dad went to use it the cashier told him there was nothing loaded to the card!  How embarrassing!!!  Luckily when I contacted Amazon they sent me a free replacement.  No word yet on if the replacement works!,Didn't work! I bought this gift card as a ...,1452038400,
1.0,3,True,"06 3, 2017",A3TNGFTN11TASB,B00JDQJZWG,{'Gift Amount:': ' 0'},CB,I sent a gift card for my 3 year old grandson.  However some scrapbook item was delivered. They did not know who it was from and did not keep the package it came in. So who knows where the gift card went.  I will not sent gift card packages ever again.,Wrong package delivered,1496448000,
1.0,,False,"05 20, 2015",A3STEADFU58CE6,B0078EPBHI,,Amazon Customer,I sent this card to my mom as a mother's day gift. She got to Cracker Barrel and the card wouldn't even work! Amazon said they couldn't do anything about the card because it was a third party thing - but they were good to offer an amazon gift card for the trouble. Cracker Barrel said that they couldn't do anything since it was purchased through Amazon.,"Fool me once, shame on you, fool me twice.....well that won't happen again",1432080000,
1.0,,True,"12 25, 2016",A2HBWY003FTB3E,B00P9VFGGS,,Jenna,"card didn't work, had to get a refund.",One Star,1482624000,
1.0,,True,"07 31, 2018",A25FPSQRGN0OQR,B01CZ54L66,,Clayton Kibbons,"THIS HAD NO MONEY ON IT WHEN KT CAME TO ME! DONT BUY THIS, ITS A SCAM",SCAM SCAM SCAM SCAM,1532995200,
1.0,3,True,"02 15, 2016",A2GKTQ8M0AAII2,B00BXLTUBA,,Amazon Customer,"Declined at the store, and told there was no balance on the card.",One Star,1455494400,
1.0,10,True,"01 28, 2017",A3R4TJUOC72BO9,B00PGOMSU0,,Amazon Customer,"Gave this as a gift to my father-in-law. Found out from him that there's a 1.50 convience fee every time he uses it. Also, he had to go to the movie theater early to register/provide personal info in order to use it. For convience sake, this wasn't/isn't very convenient.",Convenience Fee,1485561600,
1.0,,True,"01 25, 2014",AQET45M4J1VEJ,B00G4IURXW,,Jan Mikulka,"I can NOT use this gift card (from Amazon.com) on Amazon.ca :(
I did NOT know this :(

... but I like Amazon :)",I'm sad ...,1390608000,
1.0,2,True,"01 10, 2017",A25DYQOAFX5OWA,B015WY0DOQ,,Korianna,"Paid $25 for this and only $15 was loaded on it, I'm not happy! What a scam!",Scam!,1484006400,
1.0,2,False,"01 23, 2015",A1ANRAYSPF2F38,B005ESMJ02,{'Gift Amount:': ' 50'},Michael D,"I bought a bunch of these to give a Christmas gifts as I do every year. So far i have had $1250 worth returned to me by the recipients as they had not been activated by Amazon and are unusable. It is now Jan 23 and after spending a ridiculous amount of time on the phone with them, still Amazon has not made good on their promise to fix the situation. So bottom line, if you would like to be humiliated and have your money taken from you then this is a great purchase, otherwise forget it.",Amazon stole my money!!!!!,1421971200,
1.0,,True,"10 6, 2013",A1CYSVBYX18EBQ,B005580FS4,,Smith,"Because it was difficult to do, which is very unusual. Because I send a lot of them. I an still not sure that I didn't send two instead of one",Not any fun,1381017600,
1.0,,True,"12 19, 2017",A1VA7OG6QFRASJ,B016PARP24,,Michael Allred,"I ordered four $25 gift cards, and only received 3. Please, update and correct.",Ordered four and only received three. Awful.,1513641600,['https://images-na.ssl-images-amazon.com/images/I/81mrui3z7iL._SY88.jpg']
1.0,,True,"10 21, 2017",A2L6FMYH5LD3IK,B01BLV4R8M,,Collie,Its been hours and not sent yet,One Star,1508544000,
1.0,,True,"08 15, 2017",A2IF0DZ8T2NZRW,B00910XGTM,,Amazon Customer,It took 2 weeks to get this gift card.,One Star,1502755200,
1.0,3,True,"08 14, 2016",A1YUXC1U9J4LAU,B00BXLT8M6,,Amazon Customer,"The card looked as if it were dropped face down on the pavement and rubbed and scratched. Dirt was so ground into the card face, that I couldn't clean it off.  This was for a birthday gift and I'm embarrassed to give this nasty dirty thing.",Dirty Card,1471132800,
1.0,,True,"05 27, 2018",AJRA24JZW1GDY,B004LLIKVU,{'Gift Amount:': ' 50'},Teddy (female),This card had been used before I even bought it!!! Amazon won't admit it is there problem and I''m out $100.00 !!!!,This card had been used before I even bought it ...,1527379200,
1.0,,True,"10 17, 2017",A1G1MV1BJUO51V,B00GOLGWVK,,Amazon Customer,"this is not food for real people, never going back.",terrible food!,1508198400,
1.0,,True,"12 4, 2017",A2PLDDJJE84WT6,B00ET5WBU4,,Rachel,Didn't work with app,Do not buy,1512345600,
1.0,7,True,"03 23, 2015",A10UKU1ORDAMU0,B00CT774LK,,CH,"This was the second time I used this gift card service.  I had hope that it would work better than my first time.  But like the first time, my friend did not get the email of the gift card until I contacted Amazon to resend the gift card.  I don't plan to use this service anymore.",I had hope that it would work better than my first time,1427068800,
1.0,7,False,"12 9, 2017",A1KH49YVIMAVB4,B00XU7O7OK,,Dean B,"If their are 4 cards and each one is worth $25 , then why is the four (4) pack $129?",Look Out,1512777600,
1.0,,True,"05 19, 2014",A3CBXHRZ6BHBT6,B004RD8XPK,,ReaderX,I typically do not like to post reviews solicited by the buyer for something that benefits the buyer already in that it gives them money and then they follow up with solicitation for me to give them praise on top of it. It works as expected but I have a real problem with the privacy issues where Amazon looks at gifts and links relationships. I am a fan of Amazon in general but reaching too far into privacy is not a good idea or trend..,policy,1400457600,
1.0,,True,"03 7, 2016",A3AM74G20A2IP5,B00CT76TBG,,Diana,My mother didn't receive the gift card in her email like I had expected. She had to email customer service. I was scared that it went into cyberspace!,... mother didn't receive the gift card in her email like I had expected,1457308800,
1.0,11,False,"08 22, 2014",AXH5PA00UYB9Q,B00KV30IHG,,Josh Schriver,Why would anyone pay $130 for a $100 gift card?  Amazon should ban this practice.,Why pay more than face value of a grift card?,1408665600,
1.0,,True,"06 7, 2014",ASIEWPG8UNPZJ,B00H5BPEB2,,MSGPD,The recipient had a very very hard time accessing the gift card number. It was not intuitive even after we posting the gift card. It would have been much easier to print and mail it.,"Though a great idea, this was not intuitive",1402099200,
1.0,6,True,"02 10, 2017",A2LTAYT7O2UG5T,B00MV9H6VY,,Amazon Customer,"Absolutely horrible experience. Like one of the other reviews says, sometimes this works and sometimes it's a crap shoot. Dominoes can't help and Amazon can't help either. Waited for hours for the card and then couldn't get it to work. Tried to resend. That didn't work either. Called Amazon. Talked to a lady for 45 minutes that couldn't fix it, couldn't pinpoint the problem, couldn't tell me how to make it work the next time, and after requesting a refund said she could do it but apparently never did. Had to call again today, still nothing worked and no refund. The guy I talked to today said no refund was shown to be issued. He couldn't fix the problem either. So the money is lost and I planned to use this card two days ago and have now wasted lots of time and money. Don't buy.",Don't buy! Waste of time and money.,1486684800,
1.0,,True,"02 12, 2018",A13FHJIGF7UN9A,B004LLIKVU,{'Gift Amount:': ' 50'},Amazon Customer,I did not get or ordered gift card,One Star,1518393600,
1.0,,True,"12 26, 2014",A1SRGDVJRU1S9O,B00H5BMH44,,Carol Reiman,"I ordered ten cards, all with a lovely Xmas scene.  Never!! did I order a ridiculous hoops and Yoyo Cake Face.  I am 91 years old...how ridiculous!  Of the ten cards I ordered I have not been given any feedback as yet.  I now intend to inquire.
Carol Reiman","I ordered ten cards, all with a lovely Xmas ...",1419552000,
1.0,4,True,"06 22, 2016",A10XQFM37JVMWO,B01FYJMJHI,,Renee,"This e-gift card did not work.  I tried really hard to find a Target e-card or a Vons e-card and even after calling Amazon I kept getting cut off and when I finally did speak to someone, I was told that you do not sell Target or Visa gift cards which can be used anywhere.  This was a Fathers Day gift for my son in law and he wasn't able to use it.

Please credit my account for $50 and cancel out this e-gift card as Vons stores do not accept the Safeway gift cards as I was originally told.

Thanks, Renee",This e-gift card did not work. I tried really ...,1466553600,
1.0,,True,"08 17, 2015",A22VQZ6XIMKLN5,B00YB1WKTS,,Kathy RN,Not worth buying . Do not recommend .,Do not recommend.,1439769600,
1.0,,True,"02 10, 2014",A3B2Q2NQHQY5N8,B0066AZGD4,,Lynn,"Although I took the time to take and upload a special photo, the recipient said the card was delivered with an amazon logo instead.",Photo wasn't included,1391990400,
1.0,2,True,"01 18, 2017",A39EMKIMKIF914,B0091JKVU0,{'Gift Amount:': ' 50'},Amazon Customer,The person it was sent to had NO idea it was from me. I thought that would be included with the gift tin. . . .,The person it was sent to had NO idea it ...,1484697600,
1.0,2,True,"10 15, 2012",A1DHF93JNKB7RH,B005ESMJ02,{'Gift Amount:': ' 50'},Maria,I bought this gift card as a present 10 days ago and im still wating for it!!! may be I'll get it for christmas!!!,10 days and still waiting!!!,1350259200,
1.0,,False,"02 7, 2016",A2JZ1ITOBEKMP2,B00JDQKFPC,,JZ,"It arrived the next day, and the only reason I give it one star is because I was to receive a free $10 Amazon gift card towards another purchase and I did not.  I emailed in, and my email was returned.  The box was adorable.",Where is my $10 Gift Card for ordering?,1454803200,
1.0,,True,"09 6, 2014",A1OQCI1D1X0H0,B004LLIKY2,,Simon Kenworthy,Very disappointed because gift card was not redeemable for digital purchases from Australia,One Star,1409961600,
1.0,5,True,"02 18, 2018",ACXH8P2TKITQI,B00YD567IW,,Tech Savvy,"I gifted myself $100 Netflix gift card. I received the e-gift card within the time frame amazon promised, but when I tried to claim the e-gift card on Netflix it would not work. I tried generating a different number and those too were useless. I had to contact Amazon customer service to figure out the issue, and the lady asked me nicely to repurchase the gift card again once she is done refunding me the money. She told me buying a e-gift card with gift card money on Amazon can cause such problems. I don't know whatever that means, because exactly a year before I purchased Netflix gift card for myself using amazon gift card and had no issues. This is the first time I am having such issues.",Don't buy this gift card with amazon gift card!,1518912000,
1.0,3,True,"02 11, 2015",A16YWF47LMFLMV,B00BXLTMRC,,Tim,Daughter at College and can't use gift card at the Campus Einstein's. What's up with this? Clearly would be a money maker for them if they accepted Gift Cards.,Daughter at College and can't use gift card at the ...,1423612800,
1.0,,False,"05 16, 2017",A3HZVKMP36HTFS,B01E4QQ6QM,{'Gift Amount:': ' 25'},P. Hanson,"I ordered a $25 gift card for my grandson, who was 3 months old.  I thought the gift bag might be something he would enjoy looking at, and messing with.  The package came, with the gift note about the gift card, but there was no Gift Card included.  I was not very familiar with the Amazon website and couldn't figure out how to register my complaint and get a refund.  Even today, six months later, I still am not aware as to how this is done.  I also ordered a $25 gift card for my son, which came in the same package.  But THAT gift card WAS there.  I will not order gift cards from Amazon again, until I figure out how to get a refund if the gift card does not come through. By the way, my son said the the gift bag was nice, but my grandson wasn't all that interested.",Be aware as to how you will get your money back if the gift card is missing.,1494892800,
1.0,,True,"07 14, 2015",A1VNXAXT9ZNVS8,B00CRQ47WC,,John Farley,"I went online looking for a gift card to play golf and this popped up as a ""Golf gift Card"" I purchased it thinking it was for golf and when I realized it was not the case I found it VERY difficult to cash in or trade for a golf certificate in local San Diego  or to get a refund. This was supposed to be a gift for a friend. Makes me feel Amazon set me up and then won't provide customer service as needed. I will avoid amazon now.",I went online looking for a gift card to play ...,1436832000,
1.0,,True,"05 31, 2014",A5DK6469H0XIB,B004KNWWTA,,Eloise R. Dela Cuesta,"The card was created backwards online so that when printed out the message was on the back of the card.  I called customer service for help but, after one hour, they were unable to send me a corrected card.  In the end, I chose to credit the $50.00 to my son-in-laws account, rather than cancel the gift card and start all over.

I have purchased the printable gift cards before and not had this problem.",Not correct!,1401494400,
1.0,3,True,"01 10, 2018",AQ047I9SMYU5W,B00G3LBDDS,,Chris Ward,"Bought this for my daughter, but Spotify wouldn't accept it because she's on a ""student"" plan.  Since when is $60 not worth $60?  DO NOT BUY this for your student.","Bought this for my daughter, but Spotify wouldn't accept ...",1515542400,
1.0,,True,"07 19, 2016",A3TQVP5RW0YM6J,B0091JL3OI,{'Gift Amount:': ' 50'},C. Normandeau,I was supposed to receive a $10 Credit for purchasing this gift card.  where is that credit?,One Star,1468886400,
1.0,,True,"12 2, 2017",A1JYIUPAHD7H5L,B005ESMFP6,,Arroyo Ricky,"Received gift cards, but not the $10 promotion
for purchasing over $50 of gift cards. Very frustrated",FRUSTRATED!!!,1512172800,
1.0,,True,"07 15, 2014",A3L2CLNVZQZM23,B004KNWWZY,,Tia Mallonee,"I ordered a gift card for Father's Day and printed it right off the computer and gave it to my dad. When he went to use it, it wouldn't work. The system said it wasn't a valid code. I still have all the emails and where it came out of my bank account when I bought it. Is there anything that can be done about this? I usually have no issues with amazon or the gift certificates..thanks!",I ordered a gift card for Father's Day and printed ...,1405382400,
1.0,3,True,"05 10, 2016",A12L7OY57IBU6I,B00MV9GGEC,,Suzanne Kimball,Do not purchase this is a fraudulent practice,Do not purchase,1462838400,
